exp,video,segment,frame,path,n_masks,n_masks^3,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim,avg_mask_area,avg_bbox_area,avg_mask_strength,avg_bbox_width,avg_bbox_height,mask_centroid_dist,bbox_centroid_dist,Label,label_LSTM,is_padding
22_08_2024,2024-08-22_10_40_00_000,14,818,22_08_2024/2024-08-22_10_40_00_000/14/818.jpg,1,,[574],"[[324.0, 240.0]]",[0.86239636],[203.55],[0],[750.0],"[[324.0, 239.0]]","[[30.0, 25.0]]",574,750,203.55,30,30,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,819,22_08_2024/2024-08-22_10_40_00_000/14/819.jpg,1,,[574],"[[324.0, 240.0]]",[0.86239636],[203.55],[0],[750.0],"[[324.0, 239.0]]","[[30.0, 25.0]]",574,750,203.55,30,30,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,820,22_08_2024/2024-08-22_10_40_00_000/14/820.jpg,3,,"[506, 207, 145]","[[323.0, 241.0], [314.0, 365.0], [267.0, 253.0]]","[0.83031505, 0.7104472, 0.3227084]","[194.91, 191.95, 180.58]","[0, 0, 0]","[648.0, 247.0, 170.0]","[[324.0, 243.0], [314.0, 366.0], [268.0, 254.0]]","[[27.0, 24.0], [13.0, 19.0], [10.0, 17.0]]",286,355,189.1466667,16.66666667,16.66666667,101.02,100.52,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,821,22_08_2024/2024-08-22_10_40_00_000/14/821.jpg,3,,"[506, 207, 145]","[[323.0, 241.0], [314.0, 365.0], [267.0, 253.0]]","[0.83031505, 0.7104472, 0.3227084]","[194.91, 191.95, 180.58]","[0, 0, 0]","[648.0, 247.0, 170.0]","[[324.0, 243.0], [314.0, 366.0], [268.0, 254.0]]","[[27.0, 24.0], [13.0, 19.0], [10.0, 17.0]]",286,355,189.1466667,16.66666667,16.66666667,101.02,100.52,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,822,22_08_2024/2024-08-22_10_40_00_000/14/822.jpg,5,,"[2568, 248, 234, 78, 3705]","[[285.0, 521.0], [317.0, 262.0], [315.0, 363.0], [299.0, 246.0], [287.0, 521.0]]","[0.6873054, 0.63125116, 0.6215441, 0.45305708, 0.30473894]","[212.68, 213.55, 201.36, 207.73, 205.55]","[0, 0, 0, 0, 0]","[3315.0, 273.0, 306.0, 80.0, 4836.0]","[[286.0, 520.0], [318.0, 262.0], [315.0, 364.0], [299.0, 246.0], [289.0, 521.0]]","[[51.0, 65.0], [21.0, 13.0], [17.0, 18.0], [8.0, 10.0], [62.0, 78.0]]",1366.6,1762,208.174,31.8,31.8,163.88,163.7,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,823,22_08_2024/2024-08-22_10_40_00_000/14/823.jpg,3,,"[247, 130, 4488]","[[328.0, 237.0], [317.0, 366.0], [293.0, 526.0]]","[0.6484331, 0.6200228, 0.60281634]","[197.7, 200.72, 199.03]","[0, 0, 0]","[288.0, 143.0, 5896.0]","[[329.0, 238.0], [317.0, 366.0], [295.0, 527.0]]","[[16.0, 18.0], [11.0, 13.0], [67.0, 88.0]]",1621.666667,2109,199.15,31.33333333,31.33333333,194.12,194.02,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,824,22_08_2024/2024-08-22_10_40_00_000/14/824.jpg,3,,"[247, 130, 4488]","[[328.0, 237.0], [317.0, 366.0], [293.0, 526.0]]","[0.64832383, 0.6205746, 0.602816]","[197.7, 200.72, 199.03]","[0, 0, 0]","[288.0, 143.0, 5896.0]","[[329.0, 238.0], [317.0, 366.0], [295.0, 527.0]]","[[16.0, 18.0], [11.0, 13.0], [67.0, 88.0]]",1621.666667,2109,199.15,31.33333333,31.33333333,194.12,194.02,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,825,22_08_2024/2024-08-22_10_40_00_000/14/825.jpg,3,,"[628, 114, 487]","[[321.0, 242.0], [317.0, 367.0], [287.0, 522.0]]","[0.8295486, 0.5624436, 0.49006334]","[198.46, 197.63, 205.76]","[0, 0, 0]","[728.0, 143.0, 513.0]","[[320.0, 243.0], [318.0, 368.0], [287.0, 523.0]]","[[26.0, 28.0], [11.0, 13.0], [19.0, 27.0]]",409.6666667,461.3333333,200.6166667,18.66666667,18.66666667,188.33,188.34,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,826,22_08_2024/2024-08-22_10_40_00_000/14/826.jpg,3,,"[628, 114, 487]","[[321.0, 242.0], [317.0, 367.0], [287.0, 522.0]]","[0.8295428, 0.56242794, 0.4901344]","[198.46, 197.63, 205.76]","[0, 0, 0]","[728.0, 143.0, 513.0]","[[320.0, 243.0], [318.0, 368.0], [287.0, 523.0]]","[[26.0, 28.0], [11.0, 13.0], [19.0, 27.0]]",409.6666667,461.3333333,200.6166667,18.66666667,18.66666667,188.33,188.34,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,827,22_08_2024/2024-08-22_10_40_00_000/14/827.jpg,3,,"[628, 114, 487]","[[321.0, 242.0], [317.0, 367.0], [287.0, 522.0]]","[0.8295486, 0.5624436, 0.49006334]","[198.46, 197.63, 205.76]","[0, 0, 0]","[728.0, 143.0, 513.0]","[[320.0, 243.0], [318.0, 368.0], [287.0, 523.0]]","[[26.0, 28.0], [11.0, 13.0], [19.0, 27.0]]",409.6666667,461.3333333,200.6166667,18.66666667,18.66666667,188.33,188.34,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,828,22_08_2024/2024-08-22_10_40_00_000/14/828.jpg,2,,"[826, 159]","[[322.0, 244.0], [317.0, 367.0]]","[0.8679817, 0.6400096]","[220.94, 193.98]","[0, 0]","[1015.0, 180.0]","[[324.0, 244.0], [317.0, 368.0]]","[[35.0, 29.0], [12.0, 15.0]]",492.5,597.5,207.46,23.5,23.5,123.1,124.2,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,829,22_08_2024/2024-08-22_10_40_00_000/14/829.jpg,2,,"[826, 159]","[[322.0, 244.0], [317.0, 367.0]]","[0.8679817, 0.6400096]","[220.94, 193.98]","[0, 0]","[1015.0, 180.0]","[[324.0, 244.0], [317.0, 368.0]]","[[35.0, 29.0], [12.0, 15.0]]",492.5,597.5,207.46,23.5,23.5,123.1,124.2,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,830,22_08_2024/2024-08-22_10_40_00_000/14/830.jpg,3,,"[730, 436, 236]","[[293.0, 515.0], [321.0, 242.0], [315.0, 364.0]]","[0.8668355, 0.68378806, 0.6502109]","[180.55, 201.37, 181.99]","[0, 0, 0]","[999.0, 600.0, 264.0]","[[295.0, 517.0], [322.0, 242.0], [316.0, 365.0]]","[[27.0, 37.0], [25.0, 24.0], [12.0, 22.0]]",467.3333333,621,187.97,21.33333333,21.33333333,183.06,184.3,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,831,22_08_2024/2024-08-22_10_40_00_000/14/831.jpg,3,,"[60, 60, 56]","[[331.0, 244.0], [301.0, 245.0], [316.0, 368.0]]","[0.55369097, 0.53770626, 0.32223985]","[195.5, 189.69, 183.03]","[0, 0, 0]","[80.0, 63.0, 72.0]","[[331.0, 244.0], [301.0, 245.0], [316.0, 369.0]]","[[8.0, 10.0], [7.0, 9.0], [8.0, 9.0]]",58.66666667,71.66666667,189.4066667,7.666666667,7.666666667,92.94,93.61,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,832,22_08_2024/2024-08-22_10_40_00_000/14/832.jpg,3,,"[60, 60, 56]","[[331.0, 244.0], [301.0, 245.0], [316.0, 368.0]]","[0.55369097, 0.53770626, 0.32223985]","[195.5, 189.69, 183.03]","[0, 0, 0]","[80.0, 63.0, 72.0]","[[331.0, 244.0], [301.0, 245.0], [316.0, 369.0]]","[[8.0, 10.0], [7.0, 9.0], [8.0, 9.0]]",58.66666667,71.66666667,189.4066667,7.666666667,7.666666667,92.94,93.61,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,833,22_08_2024/2024-08-22_10_40_00_000/14/833.jpg,1,,[69],"[[316.0, 368.0]]",[0.39029235],[179.6],[0],[80.0],"[[316.0, 368.0]]","[[8.0, 10.0]]",69,80,179.6,8,8,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,834,22_08_2024/2024-08-22_10_40_00_000/14/834.jpg,1,,[69],"[[316.0, 368.0]]",[0.390289],[179.6],[0],[80.0],"[[316.0, 368.0]]","[[8.0, 10.0]]",69,80,179.6,8,8,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,835,22_08_2024/2024-08-22_10_40_00_000/14/835.jpg,3,,"[94, 82, 344]","[[289.0, 496.0], [316.0, 367.0], [284.0, 521.0]]","[0.544142, 0.3921382, 0.33333805]","[191.71, 185.89, 166.36]","[0, 0, 0]","[110.0, 100.0, 374.0]","[[289.0, 497.0], [316.0, 367.0], [284.0, 521.0]]","[[10.0, 11.0], [10.0, 10.0], [22.0, 17.0]]",173.3333333,194.6666667,181.32,14,14,104.86,104.86,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,836,22_08_2024/2024-08-22_10_40_00_000/14/836.jpg,3,,"[94, 82, 344]","[[289.0, 496.0], [316.0, 367.0], [284.0, 521.0]]","[0.54414207, 0.39216116, 0.333338]","[191.71, 185.89, 166.36]","[0, 0, 0]","[110.0, 100.0, 374.0]","[[289.0, 497.0], [316.0, 367.0], [284.0, 521.0]]","[[10.0, 11.0], [10.0, 10.0], [22.0, 17.0]]",173.3333333,194.6666667,181.32,14,14,104.86,104.86,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,837,22_08_2024/2024-08-22_10_40_00_000/14/837.jpg,3,,"[94, 82, 344]","[[289.0, 496.0], [316.0, 367.0], [284.0, 521.0]]","[0.54414195, 0.392159, 0.33333814]","[191.71, 185.89, 166.36]","[0, 0, 0]","[110.0, 100.0, 374.0]","[[289.0, 497.0], [316.0, 367.0], [284.0, 521.0]]","[[10.0, 11.0], [10.0, 10.0], [22.0, 17.0]]",173.3333333,194.6666667,181.32,14,14,104.86,104.86,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,838,22_08_2024/2024-08-22_10_40_00_000/14/838.jpg,1,,[403],"[[309.0, 356.0]]",[0.7130432],[188.49],[0],[551.0],"[[309.0, 357.0]]","[[19.0, 29.0]]",403,551,188.49,19,19,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,839,22_08_2024/2024-08-22_10_40_00_000/14/839.jpg,1,,[403],"[[309.0, 356.0]]",[0.71304184],[188.49],[0],[551.0],"[[309.0, 357.0]]","[[19.0, 29.0]]",403,551,188.49,19,19,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,840,22_08_2024/2024-08-22_10_40_00_000/14/840.jpg,3,,"[386, 329, 85]","[[320.0, 251.0], [285.0, 510.0], [286.0, 259.0]]","[0.83744186, 0.6603791, 0.42996275]","[194.81, 175.36, 192.69]","[0, 0, 0]","[500.0, 420.0, 99.0]","[[321.0, 252.0], [285.0, 510.0], [286.0, 259.0]]","[[20.0, 25.0], [14.0, 30.0], [9.0, 11.0]]",266.6666667,339.6666667,187.62,14.33333333,14.33333333,182.43,182.4,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,841,22_08_2024/2024-08-22_10_40_00_000/14/841.jpg,2,,"[526, 222]","[[320.0, 248.0], [316.0, 363.0]]","[0.8114301, 0.5082038]","[197.86, 180.54]","[0, 0]","[700.0, 240.0]","[[320.0, 249.0], [316.0, 363.0]]","[[25.0, 28.0], [12.0, 20.0]]",374,470,189.2,18.5,18.5,115.07,114.07,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,842,22_08_2024/2024-08-22_10_40_00_000/14/842.jpg,2,,"[526, 222]","[[320.0, 248.0], [316.0, 363.0]]","[0.8114297, 0.50819725]","[197.86, 180.54]","[0, 0]","[700.0, 240.0]","[[320.0, 249.0], [316.0, 363.0]]","[[25.0, 28.0], [12.0, 20.0]]",374,470,189.2,18.5,18.5,115.07,114.07,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,843,22_08_2024/2024-08-22_10_40_00_000/14/843.jpg,2,,"[526, 222]","[[320.0, 248.0], [316.0, 363.0]]","[0.8114297, 0.50819725]","[197.86, 180.54]","[0, 0]","[700.0, 240.0]","[[320.0, 249.0], [316.0, 363.0]]","[[25.0, 28.0], [12.0, 20.0]]",374,470,189.2,18.5,18.5,115.07,114.07,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,844,22_08_2024/2024-08-22_10_40_00_000/14/844.jpg,2,,"[758, 128]","[[312.0, 240.0], [316.0, 367.0]]","[0.8336731, 0.5327749]","[202.01, 180.79]","[0, 0]","[1056.0, 143.0]","[[314.0, 237.0], [316.0, 368.0]]","[[33.0, 32.0], [11.0, 13.0]]",443,599.5,191.4,22,22,127.06,131.02,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,845,22_08_2024/2024-08-22_10_40_00_000/14/845.jpg,2,,"[758, 128]","[[312.0, 240.0], [316.0, 367.0]]","[0.833673, 0.5327971]","[202.01, 180.79]","[0, 0]","[1056.0, 143.0]","[[314.0, 237.0], [316.0, 368.0]]","[[33.0, 32.0], [11.0, 13.0]]",443,599.5,191.4,22,22,127.06,131.02,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,846,22_08_2024/2024-08-22_10_40_00_000/14/846.jpg,1,,[562],"[[319.0, 240.0]]",[0.86442095],[210.08],[0],[640.0],"[[319.0, 240.0]]","[[20.0, 32.0]]",562,640,210.08,20,20,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,847,22_08_2024/2024-08-22_10_40_00_000/14/847.jpg,2,,"[988, 11105]","[[320.0, 238.0], [297.0, 509.0]]","[0.72976285, 0.6758923]","[231.58, 189.49]","[0, 0]","[1155.0, 14734.0]","[[320.0, 237.0], [295.0, 511.0]]","[[35.0, 33.0], [106.0, 139.0]]",6046.5,7944.5,210.535,70.5,70.5,271.97,275.14,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,848,22_08_2024/2024-08-22_10_40_00_000/14/848.jpg,2,,"[988, 11105]","[[320.0, 238.0], [297.0, 509.0]]","[0.7297824, 0.67590433]","[231.58, 189.49]","[0, 0]","[1155.0, 14734.0]","[[320.0, 237.0], [295.0, 511.0]]","[[35.0, 33.0], [106.0, 139.0]]",6046.5,7944.5,210.535,70.5,70.5,271.97,275.14,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,849,22_08_2024/2024-08-22_10_40_00_000/14/849.jpg,2,,"[988, 11105]","[[320.0, 238.0], [297.0, 509.0]]","[0.72978806, 0.6759066]","[231.58, 189.49]","[0, 0]","[1155.0, 14734.0]","[[320.0, 237.0], [295.0, 511.0]]","[[35.0, 33.0], [106.0, 139.0]]",6046.5,7944.5,210.535,70.5,70.5,271.97,275.14,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,850,22_08_2024/2024-08-22_10_40_00_000/14/850.jpg,4,,"[784, 295, 146, 4677]","[[315.0, 230.0], [309.0, 356.0], [334.0, 195.0], [286.0, 512.0]]","[0.7488854, 0.717161, 0.693712, 0.4914357]","[213.5, 193.65, 192.39, 199.24]","[0, 0, 0, 0]","[946.0, 528.0, 168.0, 5676.0]","[[316.0, 229.0], [310.0, 357.0], [335.0, 195.0], [287.0, 515.0]]","[[22.0, 43.0], [22.0, 24.0], [12.0, 14.0], [66.0, 86.0]]",1475.5,1829.5,199.695,30.5,30.5,181.78,183.62,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,851,22_08_2024/2024-08-22_10_40_00_000/14/851.jpg,4,,"[784, 295, 146, 4677]","[[315.0, 230.0], [309.0, 356.0], [334.0, 195.0], [286.0, 512.0]]","[0.7488854, 0.717161, 0.693712, 0.4914357]","[213.5, 193.65, 192.39, 199.24]","[0, 0, 0, 0]","[946.0, 528.0, 168.0, 5676.0]","[[316.0, 229.0], [310.0, 357.0], [335.0, 195.0], [287.0, 515.0]]","[[22.0, 43.0], [22.0, 24.0], [12.0, 14.0], [66.0, 86.0]]",1475.5,1829.5,199.695,30.5,30.5,181.78,183.62,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,852,22_08_2024/2024-08-22_10_40_00_000/14/852.jpg,2,,"[292, 524]","[[332.0, 201.0], [316.0, 245.0]]","[0.56948876, 0.5304403]","[198.54, 196.8]","[0, 0]","[392.0, 930.0]","[[332.0, 202.0], [318.0, 245.0]]","[[14.0, 28.0], [30.0, 31.0]]",408,661,197.67,22,22,46.82,45.22,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,853,22_08_2024/2024-08-22_10_40_00_000/14/853.jpg,1,,[1387],"[[320.0, 227.0]]",[0.6049656],[183.26],[0],[2048.0],"[[322.0, 231.0]]","[[32.0, 64.0]]",1387,2048,183.26,32,32,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,854,22_08_2024/2024-08-22_10_40_00_000/14/854.jpg,1,,[1387],"[[320.0, 227.0]]",[0.6049656],[183.26],[0],[2048.0],"[[322.0, 231.0]]","[[32.0, 64.0]]",1387,2048,183.26,32,32,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,855,22_08_2024/2024-08-22_10_40_00_000/14/855.jpg,1,,[1387],"[[320.0, 227.0]]",[0.6049656],[183.26],[0],[2048.0],"[[322.0, 231.0]]","[[32.0, 64.0]]",1387,2048,183.26,32,32,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,856,22_08_2024/2024-08-22_10_40_00_000/14/856.jpg,1,,[979],"[[318.0, 235.0]]",[0.6723111],[203.07],[0],[1342.0],"[[318.0, 240.0]]","[[22.0, 61.0]]",979,1342,203.07,22,22,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,857,22_08_2024/2024-08-22_10_40_00_000/14/857.jpg,1,,[979],"[[318.0, 235.0]]",[0.6723111],[203.07],[0],[1342.0],"[[318.0, 240.0]]","[[22.0, 61.0]]",979,1342,203.07,22,22,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,858,22_08_2024/2024-08-22_10_40_00_000/14/858.jpg,4,,"[339, 860, 457, 81]","[[275.0, 521.0], [318.0, 248.0], [319.0, 208.0], [314.0, 367.0]]","[0.6539849, 0.6181242, 0.565468, 0.35897332]","[197.05, 195.6, 192.2, 183.01]","[0, 0, 0, 0]","[378.0, 1110.0, 560.0, 90.0]","[[276.0, 522.0], [318.0, 251.0], [319.0, 207.0], [314.0, 367.0]]","[[18.0, 21.0], [30.0, 37.0], [20.0, 28.0], [10.0, 9.0]]",434.25,534.5,191.965,19.5,19.5,178.24,178.65,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,859,22_08_2024/2024-08-22_10_40_00_000/14/859.jpg,1,,[1323],"[[319.0, 225.0]]",[0.84783614],[205.95],[0],[1728.0],"[[320.0, 224.0]]","[[24.0, 72.0]]",1323,1728,205.95,24,24,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,860,22_08_2024/2024-08-22_10_40_00_000/14/860.jpg,1,,[1323],"[[319.0, 225.0]]",[0.84783614],[205.95],[0],[1728.0],"[[320.0, 224.0]]","[[24.0, 72.0]]",1323,1728,205.95,24,24,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,861,22_08_2024/2024-08-22_10_40_00_000/14/861.jpg,1,,[1323],"[[319.0, 225.0]]",[0.84783614],[205.95],[0],[1728.0],"[[320.0, 224.0]]","[[24.0, 72.0]]",1323,1728,205.95,24,24,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,862,22_08_2024/2024-08-22_10_40_00_000/14/862.jpg,1,,[1588],"[[320.0, 229.0]]",[0.9230865],[213.78],[0],[2295.0],"[[320.0, 224.0]]","[[27.0, 85.0]]",1588,2295,213.78,27,27,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,863,22_08_2024/2024-08-22_10_40_00_000/14/863.jpg,1,,[1588],"[[320.0, 229.0]]",[0.9230882],[213.78],[0],[2295.0],"[[320.0, 224.0]]","[[27.0, 85.0]]",1588,2295,213.78,27,27,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,864,22_08_2024/2024-08-22_10_40_00_000/14/864.jpg,1,,[1445],"[[320.0, 224.0]]",[0.8896157],[204.22],[0],[1976.0],"[[320.0, 220.0]]","[[26.0, 76.0]]",1445,1976,204.22,26,26,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,865,22_08_2024/2024-08-22_10_40_00_000/14/865.jpg,2,,"[1592, 1136]","[[323.0, 230.0], [277.0, 506.0]]","[0.91605014, 0.79528147]","[207.87, 191.4]","[0, 0]","[2511.0, 1311.0]","[[324.0, 222.0], [278.0, 506.0]]","[[31.0, 81.0], [23.0, 57.0]]",1364,1911,199.635,27,27,279.81,287.7,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,866,22_08_2024/2024-08-22_10_40_00_000/14/866.jpg,2,,"[1592, 1136]","[[323.0, 230.0], [277.0, 506.0]]","[0.91605014, 0.79528147]","[207.87, 191.4]","[0, 0]","[2511.0, 1311.0]","[[324.0, 222.0], [278.0, 506.0]]","[[31.0, 81.0], [23.0, 57.0]]",1364,1911,199.635,27,27,279.81,287.7,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,867,22_08_2024/2024-08-22_10_40_00_000/14/867.jpg,2,,"[1592, 1136]","[[323.0, 230.0], [277.0, 506.0]]","[0.91605014, 0.79528147]","[207.87, 191.4]","[0, 0]","[2511.0, 1311.0]","[[324.0, 222.0], [278.0, 506.0]]","[[31.0, 81.0], [23.0, 57.0]]",1364,1911,199.635,27,27,279.81,287.7,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,868,22_08_2024/2024-08-22_10_40_00_000/14/868.jpg,1,,[1796],"[[325.0, 231.0]]",[0.8780638],[219.08],[0],[2613.0],"[[325.0, 229.0]]","[[39.0, 67.0]]",1796,2613,219.08,39,39,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,869,22_08_2024/2024-08-22_10_40_00_000/14/869.jpg,1,,[1796],"[[325.0, 231.0]]",[0.8780638],[219.08],[0],[2613.0],"[[325.0, 229.0]]","[[39.0, 67.0]]",1796,2613,219.08,39,39,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,870,22_08_2024/2024-08-22_10_40_00_000/14/870.jpg,1,,[1250],"[[321.0, 233.0]]",[0.8797595],[203.77],[0],[1920.0],"[[320.0, 228.0]]","[[30.0, 64.0]]",1250,1920,203.77,30,30,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,871,22_08_2024/2024-08-22_10_40_00_000/14/871.jpg,3,,"[1030, 732, 1527]","[[322.0, 238.0], [323.0, 244.0], [320.0, 234.0]]","[0.6884812, 0.48354867, 0.33973256]","[207.02, 213.56, 201.41]","[0, 0, 0]","[1537.0, 952.0, 2484.0]","[[322.0, 234.0], [322.0, 243.0], [318.0, 230.0]]","[[29.0, 53.0], [28.0, 34.0], [36.0, 69.0]]",1096.333333,1657.666667,207.33,31,31,7,9.42,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,872,22_08_2024/2024-08-22_10_40_00_000/14/872.jpg,3,,"[1030, 732, 1527]","[[322.0, 238.0], [323.0, 244.0], [320.0, 234.0]]","[0.6885174, 0.48342538, 0.33985582]","[207.02, 213.56, 201.41]","[0, 0, 0]","[1537.0, 952.0, 2484.0]","[[322.0, 234.0], [322.0, 243.0], [318.0, 230.0]]","[[29.0, 53.0], [28.0, 34.0], [36.0, 69.0]]",1096.333333,1657.666667,207.33,31,31,7,9.42,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,873,22_08_2024/2024-08-22_10_40_00_000/14/873.jpg,3,,"[1030, 732, 1527]","[[322.0, 238.0], [323.0, 244.0], [320.0, 234.0]]","[0.6884812, 0.48354867, 0.33973256]","[207.02, 213.56, 201.41]","[0, 0, 0]","[1537.0, 952.0, 2484.0]","[[322.0, 234.0], [322.0, 243.0], [318.0, 230.0]]","[[29.0, 53.0], [28.0, 34.0], [36.0, 69.0]]",1096.333333,1657.666667,207.33,31,31,7,9.42,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,874,22_08_2024/2024-08-22_10_40_00_000/14/874.jpg,1,,[1098],"[[322.0, 225.0]]",[0.8041658],[203.08],[0],[1444.0],"[[322.0, 222.0]]","[[19.0, 76.0]]",1098,1444,203.08,19,19,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,875,22_08_2024/2024-08-22_10_40_00_000/14/875.jpg,1,,[1098],"[[322.0, 225.0]]",[0.8041658],[203.08],[0],[1444.0],"[[322.0, 222.0]]","[[19.0, 76.0]]",1098,1444,203.08,19,19,0,0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,876,22_08_2024/2024-08-22_10_40_00_000/14/876.jpg,2,,"[1002, 1686]","[[317.0, 236.0], [282.0, 510.0]]","[0.9033896, 0.7138668]","[214.86, 217.34]","[0, 0]","[1353.0, 2014.0]","[[316.0, 237.0], [281.0, 510.0]]","[[33.0, 41.0], [38.0, 53.0]]",1344,1683.5,216.1,35.5,35.5,276.23,275.23,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,877,22_08_2024/2024-08-22_10_40_00_000/14/877.jpg,2,,"[1386, 218]","[[314.0, 236.0], [281.0, 499.0]]","[0.8875319, 0.6338599]","[213.85, 181.34]","[0, 0]","[1716.0, 228.0]","[[314.0, 237.0], [281.0, 499.0]]","[[39.0, 44.0], [12.0, 19.0]]",802,972,197.595,25.5,25.5,265.06,264.07,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,878,22_08_2024/2024-08-22_10_40_00_000/14/878.jpg,2,,"[1386, 218]","[[314.0, 236.0], [281.0, 499.0]]","[0.8875338, 0.63385975]","[213.85, 181.34]","[0, 0]","[1716.0, 228.0]","[[314.0, 237.0], [281.0, 499.0]]","[[39.0, 44.0], [12.0, 19.0]]",802,972,197.595,25.5,25.5,265.06,264.07,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,879,22_08_2024/2024-08-22_10_40_00_000/14/879.jpg,2,,"[1386, 218]","[[314.0, 236.0], [281.0, 499.0]]","[0.8875363, 0.6338596]","[213.85, 181.34]","[0, 0]","[1716.0, 228.0]","[[314.0, 237.0], [281.0, 499.0]]","[[39.0, 44.0], [12.0, 19.0]]",802,972,197.595,25.5,25.5,265.06,264.07,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,880,22_08_2024/2024-08-22_10_40_00_000/14/880.jpg,3,,"[1242, 174, 69]","[[318.0, 232.0], [282.0, 500.0], [283.0, 544.0]]","[0.8742265, 0.6093791, 0.4189554]","[215.34, 163.81, 156.32]","[0, 0, 0]","[1680.0, 252.0, 70.0]","[[317.0, 228.0], [282.0, 500.0], [283.0, 545.0]]","[[24.0, 70.0], [14.0, 18.0], [7.0, 10.0]]",495,667.3333333,178.49,15,15,209.46,212.69,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,881,22_08_2024/2024-08-22_10_40_00_000/14/881.jpg,3,,"[1242, 174, 69]","[[318.0, 232.0], [282.0, 500.0], [283.0, 544.0]]","[0.8742265, 0.6093791, 0.4189554]","[215.34, 163.81, 156.32]","[0, 0, 0]","[1680.0, 252.0, 70.0]","[[317.0, 228.0], [282.0, 500.0], [283.0, 545.0]]","[[24.0, 70.0], [14.0, 18.0], [7.0, 10.0]]",495,667.3333333,178.49,15,15,209.46,212.69,1,1,0
