exp,video,segment,SubSegment,frame,path,n_masks,n_masks^3,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim,avg_mask_area,avg_bbox_area,avg_mask_strength,avg_bbox_width,avg_bbox_height,mask_centroid_dist,bbox_centroid_dist,Label,label_LSTM,is_padding
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2212,22_08_2024/2024-08-22_10_40_00_000/9/2212.jpg,4,,"[1833, 420, 1009, 106]","[[327.0, 259.0], [419.0, 293.0], [299.0, 517.0], [79.0, 504.0]]","[0.7825912, 0.72446096, 0.6688588, 0.6237092]","[206.12, 203.85, 142.43, 133.52]","[0, 0, 0, 0]","[2223.0, 510.0, 2420.0, 130.0]","[[326.0, 259.0], [419.0, 295.0], [299.0, 518.0], [79.0, 505.0]]","[[57.0, 39.0], [15.0, 34.0], [44.0, 55.0], [10.0, 13.0]]",842.0,1320.75,171.48,31.5,31.5,263.48,263.66,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2213,22_08_2024/2024-08-22_10_40_00_000/9/2213.jpg,4,,"[1835, 423, 993, 105]","[[327.0, 259.0], [419.0, 293.0], [299.0, 517.0], [79.0, 504.0]]","[0.7818903, 0.72121423, 0.6519345, 0.62428653]","[206.15, 204.19, 142.56, 134.14]","[0, 0, 0, 0]","[2223.0, 510.0, 2376.0, 143.0]","[[326.0, 259.0], [419.0, 295.0], [299.0, 518.0], [79.0, 505.0]]","[[57.0, 39.0], [15.0, 34.0], [44.0, 54.0], [11.0, 13.0]]",839.0,1313.0,171.76,31.75,31.75,263.48,263.66,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2214,22_08_2024/2024-08-22_10_40_00_000/9/2214.jpg,4,,"[784, 3219, 424, 107]","[[282.0, 478.0], [333.0, 264.0], [418.0, 295.0], [83.0, 523.0]]","[0.6920321, 0.6820106, 0.55229264, 0.41617215]","[198.24, 217.55, 208.54, 137.95]","[0, 0, 0, 0]","[992.0, 4290.0, 420.0, 120.0]","[[283.0, 478.0], [329.0, 267.0], [418.0, 295.0], [83.0, 524.0]]","[[31.0, 32.0], [65.0, 66.0], [15.0, 28.0], [8.0, 15.0]]",1133.5,1455.5,190.57,29.75,29.75,251.28,250.57,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2215,22_08_2024/2024-08-22_10_40_00_000/9/2215.jpg,4,,"[784, 3219, 424, 107]","[[282.0, 478.0], [333.0, 264.0], [418.0, 295.0], [83.0, 523.0]]","[0.6920228, 0.6820166, 0.5523145, 0.41615847]","[198.24, 217.55, 208.54, 137.95]","[0, 0, 0, 0]","[992.0, 4290.0, 420.0, 120.0]","[[283.0, 478.0], [329.0, 267.0], [418.0, 295.0], [83.0, 524.0]]","[[31.0, 32.0], [65.0, 66.0], [15.0, 28.0], [8.0, 15.0]]",1133.5,1455.5,190.57,29.75,29.75,251.28,250.57,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2216,22_08_2024/2024-08-22_10_40_00_000/9/2216.jpg,6,,"[2171, 251, 1949, 79, 343, 75]","[[331.0, 263.0], [336.0, 448.0], [292.0, 506.0], [131.0, 390.0], [417.0, 293.0], [287.0, 300.0]]","[0.70445204, 0.64396536, 0.49737602, 0.36865613, 0.33942017, 0.32028142]","[208.57, 153.2, 155.81, 135.69, 191.04, 200.23]","[0, 0, 0, 0, 0, 0]","[2850.0, 289.0, 3120.0, 77.0, 396.0, 99.0]","[[329.0, 266.0], [336.0, 449.0], [293.0, 505.0], [131.0, 391.0], [418.0, 294.0], [288.0, 300.0]]","[[57.0, 50.0], [17.0, 17.0], [48.0, 65.0], [7.0, 11.0], [18.0, 22.0], [9.0, 11.0]]",811.3333333,1138.5,174.09,26.0,26.0,179.8,178.94,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2217,22_08_2024/2024-08-22_10_40_00_000/9/2217.jpg,6,,"[2171, 251, 1950, 79, 343, 75]","[[331.0, 263.0], [336.0, 448.0], [292.0, 506.0], [131.0, 390.0], [417.0, 293.0], [287.0, 300.0]]","[0.7044871, 0.6439349, 0.49755618, 0.3680888, 0.33940616, 0.3204791]","[208.57, 153.2, 155.8, 135.69, 191.04, 200.23]","[0, 0, 0, 0, 0, 0]","[2850.0, 289.0, 3120.0, 77.0, 396.0, 99.0]","[[329.0, 266.0], [336.0, 449.0], [293.0, 505.0], [131.0, 391.0], [418.0, 294.0], [288.0, 300.0]]","[[57.0, 50.0], [17.0, 17.0], [48.0, 65.0], [7.0, 11.0], [18.0, 22.0], [9.0, 11.0]]",811.5,1138.5,174.0883333,26.0,26.0,179.8,178.94,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2218,22_08_2024/2024-08-22_10_40_00_000/9/2218.jpg,5,,"[1420, 67, 206, 836, 76]","[[329.0, 262.0], [77.0, 554.0], [336.0, 449.0], [300.0, 514.0], [131.0, 391.0]]","[0.76672345, 0.62493634, 0.57150656, 0.5625314, 0.39850447]","[208.11, 103.35, 152.3, 154.0, 128.43]","[0, 0, 0, 0, 0]","[1650.0, 72.0, 256.0, 1102.0, 88.0]","[[329.0, 263.0], [78.0, 554.0], [336.0, 450.0], [302.0, 515.0], [131.0, 392.0]]","[[50.0, 33.0], [8.0, 9.0], [16.0, 16.0], [29.0, 38.0], [8.0, 11.0]]",521.0,633.6,149.238,22.2,22.2,223.69,223.42,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2219,22_08_2024/2024-08-22_10_40_00_000/9/2219.jpg,5,,"[1420, 67, 206, 836, 76]","[[329.0, 262.0], [77.0, 554.0], [336.0, 449.0], [300.0, 514.0], [131.0, 391.0]]","[0.76672345, 0.62493634, 0.57150656, 0.5625314, 0.39850447]","[208.11, 103.35, 152.3, 154.0, 128.43]","[0, 0, 0, 0, 0]","[1650.0, 72.0, 256.0, 1102.0, 88.0]","[[329.0, 263.0], [78.0, 554.0], [336.0, 450.0], [302.0, 515.0], [131.0, 392.0]]","[[50.0, 33.0], [8.0, 9.0], [16.0, 16.0], [29.0, 38.0], [8.0, 11.0]]",521.0,633.6,149.238,22.2,22.2,223.69,223.42,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2220,22_08_2024/2024-08-22_10_40_00_000/9/2220.jpg,5,,"[1949, 2184, 160, 82, 84]","[[330.0, 264.0], [292.0, 510.0], [415.0, 290.0], [333.0, 450.0], [131.0, 391.0]]","[0.7191462, 0.67569673, 0.5471868, 0.42121592, 0.3849402]","[210.84, 162.07, 207.57, 147.56, 136.73]","[0, 0, 0, 0, 0]","[2790.0, 3248.0, 208.0, 88.0, 96.0]","[[325.0, 265.0], [297.0, 514.0], [416.0, 291.0], [333.0, 450.0], [131.0, 391.0]]","[[62.0, 45.0], [56.0, 58.0], [13.0, 16.0], [8.0, 11.0], [8.0, 12.0]]",891.8,1286.0,172.954,29.4,29.4,197.65,198.63,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2221,22_08_2024/2024-08-22_10_40_00_000/9/2221.jpg,5,,"[1949, 2184, 160, 82, 84]","[[330.0, 264.0], [292.0, 510.0], [415.0, 290.0], [333.0, 450.0], [131.0, 391.0]]","[0.7191462, 0.67569673, 0.5471868, 0.42121592, 0.3849402]","[210.84, 162.07, 207.57, 147.56, 136.73]","[0, 0, 0, 0, 0]","[2790.0, 3248.0, 208.0, 88.0, 96.0]","[[325.0, 265.0], [297.0, 514.0], [416.0, 291.0], [333.0, 450.0], [131.0, 391.0]]","[[62.0, 45.0], [56.0, 58.0], [13.0, 16.0], [8.0, 11.0], [8.0, 12.0]]",891.8,1286.0,172.954,29.4,29.4,197.65,198.63,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2222,22_08_2024/2024-08-22_10_40_00_000/9/2222.jpg,5,,"[2161, 2308, 1270, 62, 112]","[[325.0, 261.0], [295.0, 505.0], [295.0, 499.0], [132.0, 391.0], [414.0, 292.0]]","[0.6610553, 0.60501295, 0.48991507, 0.35582757, 0.3073527]","[209.62, 150.67, 155.13, 147.14, 204.69]","[0, 0, 0, 0, 0]","[2850.0, 4293.0, 2312.0, 70.0, 132.0]","[[321.0, 265.0], [299.0, 504.0], [300.0, 499.0], [132.0, 391.0], [415.0, 293.0]]","[[57.0, 50.0], [53.0, 81.0], [34.0, 68.0], [7.0, 10.0], [11.0, 12.0]]",1182.6,1931.4,173.45,32.4,32.4,199.47,198.28,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2223,22_08_2024/2024-08-22_10_40_00_000/9/2223.jpg,5,,"[2161, 2308, 1270, 62, 112]","[[325.0, 261.0], [295.0, 505.0], [295.0, 499.0], [132.0, 391.0], [414.0, 292.0]]","[0.6610553, 0.60501295, 0.48991507, 0.35582757, 0.3073527]","[209.62, 150.67, 155.13, 147.14, 204.69]","[0, 0, 0, 0, 0]","[2850.0, 4293.0, 2312.0, 70.0, 132.0]","[[321.0, 265.0], [299.0, 504.0], [300.0, 499.0], [132.0, 391.0], [415.0, 293.0]]","[[57.0, 50.0], [53.0, 81.0], [34.0, 68.0], [7.0, 10.0], [11.0, 12.0]]",1182.6,1931.4,173.45,32.4,32.4,199.47,198.28,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2224,22_08_2024/2024-08-22_10_40_00_000/9/2224.jpg,2,,"[1790, 1710]","[[329.0, 262.0], [297.0, 506.0]]","[0.74954146, 0.66224027]","[208.51, 145.57]","[0, 0]","[2444.0, 3024.0]","[[325.0, 262.0], [297.0, 508.0]]","[[52.0, 47.0], [42.0, 72.0]]",1750.0,2734.0,177.04,47.0,47.0,246.09,247.59,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2225,22_08_2024/2024-08-22_10_40_00_000/9/2225.jpg,2,,"[1790, 1710]","[[329.0, 262.0], [297.0, 506.0]]","[0.74954146, 0.6622277]","[208.51, 145.57]","[0, 0]","[2444.0, 3024.0]","[[325.0, 262.0], [297.0, 508.0]]","[[52.0, 47.0], [42.0, 72.0]]",1750.0,2734.0,177.04,47.0,47.0,246.09,247.59,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2226,22_08_2024/2024-08-22_10_40_00_000/9/2226.jpg,5,,"[3107, 2642, 115, 162, 4099]","[[288.0, 490.0], [335.0, 264.0], [415.0, 292.0], [338.0, 450.0], [342.0, 266.0]]","[0.71902585, 0.5753129, 0.45000616, 0.39621213, 0.3539325]","[186.04, 209.53, 203.49, 155.35, 205.85]","[0, 0, 0, 0, 0]","[3696.0, 3364.0, 168.0, 210.0, 5530.0]","[[288.0, 490.0], [331.0, 265.0], [416.0, 293.0], [338.0, 450.0], [339.0, 267.0]]","[[56.0, 66.0], [58.0, 58.0], [14.0, 12.0], [14.0, 15.0], [79.0, 70.0]]",2025.0,2593.6,192.052,44.2,44.2,147.59,147.92,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2227,22_08_2024/2024-08-22_10_40_00_000/9/2227.jpg,5,,"[3107, 2642, 115, 162, 4099]","[[288.0, 490.0], [335.0, 264.0], [415.0, 292.0], [338.0, 450.0], [342.0, 266.0]]","[0.71902585, 0.5753129, 0.45000616, 0.39621213, 0.3539325]","[186.04, 209.53, 203.49, 155.35, 205.85]","[0, 0, 0, 0, 0]","[3696.0, 3364.0, 168.0, 210.0, 5530.0]","[[288.0, 490.0], [331.0, 265.0], [416.0, 293.0], [338.0, 450.0], [339.0, 267.0]]","[[56.0, 66.0], [58.0, 58.0], [14.0, 12.0], [14.0, 15.0], [79.0, 70.0]]",2025.0,2593.6,192.052,44.2,44.2,147.59,147.92,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2228,22_08_2024/2024-08-22_10_40_00_000/9/2228.jpg,3,,"[1984, 141, 150]","[[332.0, 264.0], [416.0, 292.0], [288.0, 503.0]]","[0.7635362, 0.4490086, 0.42507574]","[209.31, 202.87, 146.79]","[0, 0, 0]","[2592.0, 195.0, 165.0]","[[329.0, 265.0], [417.0, 293.0], [288.0, 504.0]]","[[54.0, 48.0], [13.0, 15.0], [11.0, 15.0]]",758.3333333,984.0,186.3233333,26.0,26.0,192.78,194.05,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2229,22_08_2024/2024-08-22_10_40_00_000/9/2229.jpg,3,,"[1984, 141, 150]","[[332.0, 264.0], [416.0, 292.0], [288.0, 503.0]]","[0.7635362, 0.4490086, 0.42507574]","[209.31, 202.87, 146.79]","[0, 0, 0]","[2592.0, 195.0, 165.0]","[[329.0, 265.0], [417.0, 293.0], [288.0, 504.0]]","[[54.0, 48.0], [13.0, 15.0], [11.0, 15.0]]",758.3333333,984.0,186.3233333,26.0,26.0,192.78,194.05,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2230,22_08_2024/2024-08-22_10_40_00_000/9/2230.jpg,5,,"[4239, 2366, 109, 3211, 108]","[[291.0, 491.0], [332.0, 271.0], [415.0, 292.0], [337.0, 273.0], [337.0, 451.0]]","[0.7229468, 0.6091482, 0.44090864, 0.31950825, 0.3151243]","[173.77, 210.66, 211.25, 209.15, 162.92]","[0, 0, 0, 0, 0]","[5490.0, 3016.0, 144.0, 4278.0, 132.0]","[[290.0, 495.0], [329.0, 274.0], [415.0, 293.0], [334.0, 276.0], [338.0, 452.0]]","[[61.0, 90.0], [58.0, 52.0], [12.0, 12.0], [69.0, 62.0], [11.0, 12.0]]",2006.6,2612.0,193.55,42.2,42.2,144.85,145.69,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2231,22_08_2024/2024-08-22_10_40_00_000/9/2231.jpg,5,,"[4239, 2366, 109, 3211, 108]","[[291.0, 491.0], [332.0, 271.0], [415.0, 292.0], [337.0, 273.0], [337.0, 451.0]]","[0.72294676, 0.6091522, 0.44090924, 0.31950575, 0.3151243]","[173.77, 210.66, 211.25, 209.15, 162.92]","[0, 0, 0, 0, 0]","[5490.0, 3016.0, 144.0, 4278.0, 132.0]","[[290.0, 495.0], [329.0, 274.0], [415.0, 293.0], [334.0, 276.0], [338.0, 452.0]]","[[61.0, 90.0], [58.0, 52.0], [12.0, 12.0], [69.0, 62.0], [11.0, 12.0]]",2006.6,2612.0,193.55,42.2,42.2,144.85,145.69,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2232,22_08_2024/2024-08-22_10_40_00_000/9/2232.jpg,4,,"[1377, 101, 4039, 54]","[[295.0, 522.0], [417.0, 288.0], [340.0, 272.0], [306.0, 474.0]]","[0.60025996, 0.39065993, 0.31341308, 0.31154886]","[165.83, 209.33, 205.19, 169.52]","[0, 0, 0, 0]","[2256.0, 121.0, 5928.0, 63.0]","[[299.0, 523.0], [418.0, 289.0], [342.0, 273.0], [306.0, 474.0]]","[[48.0, 47.0], [11.0, 11.0], [78.0, 76.0], [7.0, 9.0]]",1392.75,2092.0,187.4675,36.0,36.0,177.87,177.3,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2233,22_08_2024/2024-08-22_10_40_00_000/9/2233.jpg,4,,"[1377, 101, 4039, 54]","[[295.0, 522.0], [417.0, 288.0], [340.0, 272.0], [306.0, 474.0]]","[0.6001641, 0.39073214, 0.313554, 0.31262946]","[165.83, 209.33, 205.19, 169.52]","[0, 0, 0, 0]","[2256.0, 121.0, 5928.0, 63.0]","[[299.0, 523.0], [418.0, 289.0], [342.0, 273.0], [306.0, 474.0]]","[[48.0, 47.0], [11.0, 11.0], [78.0, 76.0], [7.0, 9.0]]",1392.75,2092.0,187.4675,36.0,36.0,177.87,177.3,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2234,22_08_2024/2024-08-22_10_40_00_000/9/2234.jpg,1,,[2135],"[[294.0, 507.0]]",[0.7589865],[166.22],[0],[3124.0],"[[299.0, 508.0]]","[[44.0, 71.0]]",2135.0,3124.0,166.22,44.0,44.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2235,22_08_2024/2024-08-22_10_40_00_000/9/2235.jpg,1,,[2135],"[[294.0, 507.0]]",[0.7589865],[166.22],[0],[3124.0],"[[299.0, 508.0]]","[[44.0, 71.0]]",2135.0,3124.0,166.22,44.0,44.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2236,22_08_2024/2024-08-22_10_40_00_000/9/2236.jpg,2,,"[1293, 1608]","[[296.0, 520.0], [322.0, 250.0]]","[0.53911006, 0.32395238]","[146.97, 185.92]","[0, 0]","[2236.0, 1980.0]","[[298.0, 520.0], [325.0, 253.0]]","[[43.0, 52.0], [44.0, 45.0]]",1450.5,2108.0,166.445,43.5,43.5,271.25,268.36,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2237,22_08_2024/2024-08-22_10_40_00_000/9/2237.jpg,2,,"[1293, 1608]","[[296.0, 520.0], [322.0, 250.0]]","[0.5391365, 0.32384446]","[146.97, 185.92]","[0, 0]","[2236.0, 1980.0]","[[298.0, 520.0], [325.0, 253.0]]","[[43.0, 52.0], [44.0, 45.0]]",1450.5,2108.0,166.445,43.5,43.5,271.25,268.36,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2238,22_08_2024/2024-08-22_10_40_00_000/9/2238.jpg,4,,"[145, 165, 209, 56]","[[283.0, 538.0], [307.0, 503.0], [306.0, 503.0], [297.0, 489.0]]","[0.66247773, 0.5326073, 0.4403441, 0.3046212]","[121.93, 149.78, 145.08, 157.23]","[0, 0, 0, 0]","[156.0, 198.0, 252.0, 72.0]","[[283.0, 539.0], [308.0, 504.0], [306.0, 503.0], [297.0, 489.0]]","[[13.0, 12.0], [11.0, 18.0], [12.0, 21.0], [8.0, 9.0]]",143.75,169.5,143.505,11.0,11.0,28.35,29.19,1,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2239,22_08_2024/2024-08-22_10_40_00_000/9/2239.jpg,4,,"[145, 165, 209, 56]","[[283.0, 538.0], [307.0, 503.0], [306.0, 503.0], [297.0, 489.0]]","[0.6624797, 0.53260857, 0.4403455, 0.30462116]","[121.93, 149.78, 145.08, 157.23]","[0, 0, 0, 0]","[156.0, 198.0, 252.0, 72.0]","[[283.0, 539.0], [308.0, 504.0], [306.0, 503.0], [297.0, 489.0]]","[[13.0, 12.0], [11.0, 18.0], [12.0, 21.0], [8.0, 9.0]]",143.75,169.5,143.505,11.0,11.0,28.35,29.19,0,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2240,22_08_2024/2024-08-22_10_40_00_000/9/2240.jpg,1,,[42],"[[277.0, 484.0]]",[0.30293086],[141.16],[0],[56.0],"[[277.0, 484.0]]","[[8.0, 7.0]]",42.0,56.0,141.16,8.0,8.0,0.0,0.0,0,1,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2241,22_08_2024/2024-08-22_10_40_00_000/9/2241.jpg,1,,[42],"[[277.0, 484.0]]",[0.30284145],[141.16],[0],[56.0],"[[277.0, 484.0]]","[[8.0, 7.0]]",42.0,56.0,141.16,8.0,8.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2242,22_08_2024/2024-08-22_10_40_00_000/9/2242.jpg,2,,"[120, 56]","[[305.0, 501.0], [294.0, 482.0]]","[0.52184707, 0.30208448]","[147.85, 152.01]","[0, 0]","[130.0, 84.0]","[[306.0, 501.0], [295.0, 483.0]]","[[10.0, 13.0], [7.0, 12.0]]",88.0,107.0,149.93,8.5,8.5,21.95,21.1,0,0,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2243,22_08_2024/2024-08-22_10_40_00_000/9/2243.jpg,2,,"[120, 56]","[[305.0, 501.0], [294.0, 482.0]]","[0.52189845, 0.30211952]","[147.85, 152.01]","[0, 0]","[130.0, 84.0]","[[306.0, 501.0], [295.0, 483.0]]","[[10.0, 13.0], [7.0, 12.0]]",88.0,107.0,149.93,8.5,8.5,21.95,21.1,0,0,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2244,22_08_2024/2024-08-22_10_40_00_000/9/2244.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2245,22_08_2024/2024-08-22_10_40_00_000/9/2245.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,9,2.0,2246,22_08_2024/2024-08-22_10_40_00_000/9/2246.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
,,0,0.0,0,//0/0.jpg,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
22_08_2024,2024-08-22_10_40_00_000,14,1.0,307,22_08_2024/2024-08-22_10_40_00_000/14/307.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,308,22_08_2024/2024-08-22_10_40_00_000/14/308.jpg,1,,[493],"[[292.0, 518.0]]",[0.58005583],[163.77],[0],[812.0],"[[292.0, 517.0]]","[[28.0, 29.0]]",493.0,812.0,163.77,28.0,28.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,309,22_08_2024/2024-08-22_10_40_00_000/14/309.jpg,1,,[513],"[[292.0, 518.0]]",[0.59117943],[163.47],[0],[840.0],"[[292.0, 517.0]]","[[28.0, 30.0]]",513.0,840.0,163.47,28.0,28.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,310,22_08_2024/2024-08-22_10_40_00_000/14/310.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,311,22_08_2024/2024-08-22_10_40_00_000/14/311.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,312,22_08_2024/2024-08-22_10_40_00_000/14/312.jpg,3,,"[173, 36, 85]","[[268.0, 512.0], [305.0, 531.0], [290.0, 501.0]]","[0.47797662, 0.3356201, 0.32984734]","[170.39, 164.37, 179.85]","[0, 0, 0]","[238.0, 42.0, 98.0]","[[270.0, 512.0], [306.0, 531.0], [290.0, 501.0]]","[[14.0, 17.0], [6.0, 7.0], [7.0, 14.0]]",98.0,126.0,171.5366667,9.0,9.0,33.24,32.51,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,313,22_08_2024/2024-08-22_10_40_00_000/14/313.jpg,3,,"[172, 35, 85]","[[268.0, 512.0], [305.0, 531.0], [290.0, 501.0]]","[0.4823698, 0.33337906, 0.3299958]","[170.47, 164.84, 179.85]","[0, 0, 0]","[238.0, 42.0, 98.0]","[[269.0, 512.0], [306.0, 531.0], [290.0, 501.0]]","[[14.0, 17.0], [6.0, 7.0], [7.0, 14.0]]",97.33333333,126.0,171.72,9.0,9.0,33.24,33.1,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,314,22_08_2024/2024-08-22_10_40_00_000/14/314.jpg,1,,[240],"[[258.0, 508.0]]",[0.563155],[163.32],[0],[299.0],"[[259.0, 509.0]]","[[13.0, 23.0]]",240.0,299.0,163.32,13.0,13.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,315,22_08_2024/2024-08-22_10_40_00_000/14/315.jpg,1,,[249],"[[259.0, 507.0]]",[0.5534415],[162.81],[0],[322.0],"[[259.0, 509.0]]","[[14.0, 23.0]]",249.0,322.0,162.81,14.0,14.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,316,22_08_2024/2024-08-22_10_40_00_000/14/316.jpg,4,,"[174, 198, 28, 164]","[[317.0, 443.0], [312.0, 514.0], [284.0, 531.0], [244.0, 489.0]]","[0.5972101, 0.5116801, 0.47477695, 0.39611828]","[172.91, 167.89, 166.21, 161.56]","[0, 0, 0, 0]","[240.0, 270.0, 36.0, 306.0]","[[317.0, 444.0], [314.0, 515.0], [285.0, 531.0], [245.0, 489.0]]","[[12.0, 20.0], [18.0, 15.0], [6.0, 6.0], [17.0, 18.0]]",141.0,213.0,167.1425,13.25,13.25,69.11,68.92,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,317,22_08_2024/2024-08-22_10_40_00_000/14/317.jpg,4,,"[174, 198, 28, 164]","[[317.0, 443.0], [312.0, 514.0], [284.0, 531.0], [244.0, 489.0]]","[0.5972101, 0.5116801, 0.47477695, 0.39611828]","[172.91, 167.89, 166.21, 161.56]","[0, 0, 0, 0]","[240.0, 270.0, 36.0, 306.0]","[[317.0, 444.0], [314.0, 515.0], [285.0, 531.0], [245.0, 489.0]]","[[12.0, 20.0], [18.0, 15.0], [6.0, 6.0], [17.0, 18.0]]",141.0,213.0,167.1425,13.25,13.25,69.11,68.92,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,318,22_08_2024/2024-08-22_10_40_00_000/14/318.jpg,2,,"[191, 76]","[[302.0, 552.0], [277.0, 523.0]]","[0.4140886, 0.373111]","[162.52, 158.11]","[0, 0]","[294.0, 99.0]","[[302.0, 553.0], [277.0, 524.0]]","[[14.0, 21.0], [9.0, 11.0]]",133.5,196.5,160.315,11.5,11.5,38.29,38.29,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,319,22_08_2024/2024-08-22_10_40_00_000/14/319.jpg,2,,"[191, 76]","[[302.0, 552.0], [277.0, 523.0]]","[0.4140886, 0.373111]","[162.52, 158.11]","[0, 0]","[294.0, 99.0]","[[302.0, 553.0], [277.0, 524.0]]","[[14.0, 21.0], [9.0, 11.0]]",133.5,196.5,160.315,11.5,11.5,38.29,38.29,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,320,22_08_2024/2024-08-22_10_40_00_000/14/320.jpg,2,,"[76, 60]","[[266.0, 492.0], [302.0, 561.0]]","[0.6098889, 0.4509953]","[161.57, 175.14]","[0, 0]","[80.0, 72.0]","[[267.0, 493.0], [303.0, 561.0]]","[[10.0, 8.0], [8.0, 9.0]]",68.0,76.0,168.355,9.0,9.0,77.83,76.94,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,321,22_08_2024/2024-08-22_10_40_00_000/14/321.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,1.0,322,22_08_2024/2024-08-22_10_40_00_000/14/322.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
,,0,0.0,0,//0/0.jpg,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1146,22_08_2024/2024-08-22_10_40_00_000/14/1146.jpg,1,,[167],"[[334.0, 233.0]]",[0.7409528],[189.32],[0],[187.0],"[[334.0, 233.0]]","[[11.0, 17.0]]",167.0,187.0,189.32,11.0,11.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1147,22_08_2024/2024-08-22_10_40_00_000/14/1147.jpg,1,,[763],"[[331.0, 252.0]]",[0.860803],[222.0],[0],[899.0],"[[331.0, 252.0]]","[[29.0, 31.0]]",763.0,899.0,222.0,29.0,29.0,0.0,0.0,1,0,0
